LensID,Title,true_category,predicted_one,confidence_one,predicted_two,confidence_two
085-120-576-093-415,A DEVICE AND A METHOD FOR PRODUCING A DIFFRACTIVE MICROSTRUCTURE,Other,Other,1.0,Metal Textiles,0.0
027-337-518-298-491,COMPOSITE ARTICLES,Other,Other,0.95,Metal Textiles,0.03
108-890-882-424-888,A CHEMICAL OXIDE REMOVAL (COR) PROCESSING SYSTEM AND METHOD,Other,Other,1.0,Metal Textiles,0.0
000-606-468-072-197,Method for assessing the risk of cardiovascular disease,Other,Other,1.0,Metal Textiles,0.0
042-182-267-508-852,"METHOD, APPARATUS, AND MEDIUM FOR VIDEO PROCESSING",Other,Other,1.0,Metal Textiles,0.0
158-848-958-697-167,METHOD AND DEVICE FOR EVALUATING DRIVER BY USING ADAS,Other,Other,1.0,Metal Textiles,0.0
066-044-853-246-23X,"MULT I -PLATFORM TIMESHEET SYSTEM FOR BUDGETING, TRACKING, APPROVAL AND REPORTING OF STAFF TIME",Other,Other,0.96,Metal Textiles,0.01
058-368-082-934-317,METHOD OF LOADING A CRYSTALLIZATION DEVICE,Other,Other,0.98,Metal Textiles,0.005
024-046-226-347-942,SYSTEMS AND METHODS FOR REGULATING MEMORY UTILIZATION FOR COPROCESSORS,Other,Other,1.0,Metal Textiles,0.0
180-218-466-717-484,AUTOMATIC PACKER,Other,Other,0.98,Metal Textiles,0.005
010-341-482-771-690,DRILL,Other,Natural Textiles,0.85,Synthetic Textiles,0.07
111-753-203-139-426,LIQUID COOLED THERMOELECTRIC DEVICE,Other,Other,0.98,Metal Textiles,0.005
093-620-425-271-019,EYE TRACKING,Other,Other,0.992,Metal Textiles,0.002
000-400-877-111-157,BRAZING REPAIR MATERIAL AND BRAZING REPAIR METHOD USING THE BRAZING REPAIR MATERIAL,Other,Other,1.0,Metal Textiles,0.0
132-668-009-146-812,DRIVER CIRCUIT AND METHOD FOR VEHICLE LIGHT,Other,Other,1.0,Metal Textiles,0.0
139-981-788-441-276,LEVEL SERVER SYSTEM FOR PEER-TO-PEER COOPERATIVE GAMES,Other,Other,1.0,Metal Textiles,0.0
164-412-848-180-87X,METHOD AND APPARATUS FOR A SPARSE DISTRIBUTED MEMORY SYSTEM,Other,Other,1.0,Metal Textiles,0.0
025-840-264-111-53X,LOW TEMPERATURE GATE STACK,Other,Other,1.0,Metal Textiles,0.0
173-064-927-097-757,SYSTEM OF PROTECTING ELECTROLYSIS CELL SIDEWALLS,Other,Other,0.8,Mineral Textiles,0.1
173-625-790-802-810,A CATHETER DEVICE,Other,Synthetic Textiles,0.95,Mineral Textiles,0.02
188-973-940-851-307,Light emitting device and display,Other,Other,1.0,Metal Textiles,0.0
130-725-304-461-669,DISPLAY DEVICE,Other,Other,1.0,Metal Textiles,0.0
009-980-528-306-520,A SPACER GRID,Other,Other,0.95,Metal Textiles,0.05
014-834-506-541-576,CATALYST FOR PURIFYING EXHAUST GASES,Other,Other,0.95,Mineral Textiles,0.02
070-557-887-505-103,STACKED OPTOCOUPLER MODULE,Other,Other,0.98,Metal Textiles,0.005
082-455-018-892-090,Porous body for electrolytic capacitor having a lead wire and method of producing the same.,Other,Other,0.98,Metal Textiles,0.005
000-246-575-555-091,APPARATUS FOR DETECTING ADIPOSE TISSUE,Other,Other,1.0,Metal Textiles,0.0
052-424-188-831-493,mvaA,Other,Other,1.0,Metal Textiles,0.0
050-204-357-222-414,DRILL,Other,Natural Textiles,0.75,Other,0.2
171-296-322-739-366,CATALYSTS FOR SOLVOLYSIS OF POLYESTER,Other,Synthetic Textiles,0.95,Other,0.03
192-028-889-487-930,Mixed cation perovskite,Other,Other,0.98,Metal Textiles,0.005
171-470-539-057-324,COATED LOW LOSS MULTIMODE OPTICAL FIBER WITH SMALL DIAMETER,Other,Mineral Textiles,0.95,Synthetic Textiles,0.02
163-280-507-089-623,Submergible terrarium,Other,Other,1.0,Metal Textiles,0.0
099-294-775-650-980,Data clustering,Other,Other,1.0,Metal Textiles,0.0
066-991-682-830-84X,GLARASER,Other,Other,0.98,Metal Textiles,0.005
003-370-779-830-718,Level Server System For Peer-To-Peer Cooperative Games,Other,Other,1.0,Metal Textiles,0.0
033-875-761-531-199,METHOD AND SYSTEM FOR IMPROVED ROUTING,Other,Other,1.0,Metal Textiles,0.0
066-052-145-137-251,AMPLIFYING OPTICAL FIBERS,Other,Mineral Textiles,0.95,Synthetic Textiles,0.03
103-329-319-349-246,BAG-IN-BOX PACKAGE,Other,Other,0.8,Natural Textiles,0.15
025-980-848-462-135,"Adjustable, Pivoting Rifle Stock and Method of Use",Other,Other,0.98,Metal Textiles,0.005
101-562-090-649-395,Process for de-oiling mill scale.,Other,Other,1.0,Metal Textiles,0.0
186-022-201-297-510,Wireless charging device,Other,Other,1.0,Metal Textiles,0.0
101-781-523-151-462,MULTILAYERED CVD COATED ARTICLE AND PROCESS FOR PRODUCING SAME,Other,Other,0.95,Mineral Textiles,0.05
057-142-129-727-334,COATED ARTICLE,Other,Other,0.82,Synthetic Textiles,0.15
168-349-634-405-857,POLYACRYLIC PFPE DERIVATIVES,Other,Other,0.87,Synthetic Textiles,0.1
136-323-019-492-702,MULTI-VIEW DISPLAY DEVICE,Other,Other,1.0,Metal Textiles,0.0
140-908-647-654-715,A COMPOSTER,Other,Other,0.98,Metal Textiles,0.005
199-078-174-560-065,DISPLAY DEVICE,Other,Other,1.0,Metal Textiles,0.0
030-200-216-286-592,EYE IMAGE CAPTURING AND PROCESSING DEVICE,Other,Other,0.98,Metal Textiles,0.005
058-771-515-447-806,PACKAGING MATERIAL MEDIATION PLATFORM AND METHOD,Other,Other,1.0,Metal Textiles,0.0
074-463-622-826-348,Image processing device and method,Other,Other,1.0,Metal Textiles,0.0
175-440-110-280-45X,SPEED VARIATOR,Other,Other,0.98,Metal Textiles,0.005
006-934-332-114-416,LITHIUM-METAL COMPOSITE OXIDES AND ELECTROCHEMICAL DEVICE USING THE SAME,Other,Other,0.98,Metal Textiles,0.005
096-649-042-102-208,CERAMIC HEATER AND METHOD OF SECURING A THERMOCOUPLE THERETO,Other,Other,0.9,Mineral Textiles,0.04
185-068-487-322-546,Image display apparatus and system as well as image displaying method thereof,Other,Other,0.98,Metal Textiles,0.005
087-409-069-019-077,CATALYSTS,Other,Other,1.0,Metal Textiles,0.0
079-226-955-684-678,OPERATOR LIFTING IN CRYPTOGRAPHIC ALGORITHM,Other,Other,1.0,Metal Textiles,0.0
105-069-721-582-016,RUDDER FOR A VESSEL,Other,Other,1.0,Metal Textiles,0.0
166-488-851-590-670,Device and its use for outputting of 2D codes with embedded images,Other,Other,1.0,Metal Textiles,0.0
156-731-855-456-297,SYSTEM AND METHOD FOR AUTOMATED HEALTHCARE SERVICE,Other,Other,1.0,Metal Textiles,0.0
122-340-597-966-697,VERY LARGE MODE SLAB-COUPLED OPTICAL WAVEGUIDE LASER AND AMPLIFIER,Other,Other,1.0,Metal Textiles,0.0
039-788-729-222-874,A HALL EFFECT PLASMA ACCELERATOR,Other,Other,1.0,Metal Textiles,0.0
048-004-607-938-311,PLATFORM METHODS AND SYSTEMS OF A TRUST BROKER,Other,Other,0.992,Metal Textiles,0.002
166-875-997-705-725,A FUEL CELL GAS SEPARATOR,Other,Other,0.97,Metal Textiles,0.02
132-689-284-228-153,TRIPLE-CLAD OPTICAL FIBERS AND DEVICES WITH TRIPLE-CLAD OPTICAL FIBERS,Other,Mineral Textiles,0.6,Other,0.3
004-318-840-850-557,SYSTEM AND METHOD FOR AUTOMATED HEALTHCARE SERVICE,Other,Other,1.0,Metal Textiles,0.0
156-156-097-064-869,Memory optimizing for re-ordering user edits,Other,Other,0.9996,Metal Textiles,0.0001
186-633-625-895-824,STARCH MELT BASED ADHESIVES,Other,Other,0.95,Synthetic Textiles,0.03
092-378-775-336-848,APPARATUS FOR PLAYING A GAME,Other,Other,1.0,Metal Textiles,0.0
110-850-276-488-465,IN-LIQUID PLASMA DEVICES AND METHODS OF USE THEREOF,Other,Other,0.98,Metal Textiles,0.005
156-919-101-632-519,ROR GAMMA (RORγ) MODULATORS,Other,Other,1.0,Metal Textiles,0.0
176-314-239-884-771,MOLECULAR MARKERS FOR VARIOUS TRAITS IN WHEAT AND METHODS OF USE,Other,Other,1.0,Metal Textiles,0.0
051-832-614-511-684,ROR GAMMA (RORY) MODULATORS,Other,Other,0.98,Metal Textiles,0.005
168-743-860-812-990,OPTICAL FIBERS AND OPTICAL SYSTEMS COMPRISING THE SAME,Other,Other,1.0,Metal Textiles,0.0
072-220-655-102-670,Risk markers for cardiovacular disease,Other,Other,1.0,Metal Textiles,0.0
164-306-904-503-751,MESO-SIZED CAPSULES USEFUL FOR THE DELIVERY OF AGRICULTURAL CHEMICALS,Other,Other,1.0,Metal Textiles,0.0
126-466-157-203-492,ELECTROACTIVE CULTURES AND APPARATUSES THEREFOR,Other,Other,0.98,Metal Textiles,0.005
168-747-355-921-211,Apparatus and method for producing small gas bubbles in liquids,Other,Other,1.0,Metal Textiles,0.0
045-739-488-950-42X,Process for Optimizing the Catalytic Activity of a Perovskite-Based Catalyst,Other,Other,1.0,Metal Textiles,0.0
048-404-006-436-706,Smart toilet system,Other,Other,0.98,Metal Textiles,0.005
022-470-130-732-328,Authoring tool sharable file format,Other,Other,0.98,Metal Textiles,0.005
010-653-995-535-805,Camera-based touch system,Other,Other,1.0,Metal Textiles,0.0
112-717-842-170-911,SHIELDED ELECTRICAL CABLE,Other,Other,0.97,Metal Textiles,0.03
153-543-032-378-390,Method of Preparing a Material of a Battery Cell,Other,Other,0.95,Metal Textiles,0.02
048-343-397-192-721,PRIVACY PRESERVING AI DERIVED SIMULATED WORLD,Other,Other,1.0,Metal Textiles,0.0
052-972-574-028-858,CLUTCH DEVICE HAVING A SHAFT AND A HUB PART,Other,Other,1.0,Metal Textiles,0.0
195-363-565-343-356,METHOD AND SYSTEM FOR PREPROCESSING OPTIMIZATION OF STREAMING VIDEO DATA,Other,Other,1.0,Metal Textiles,0.0
029-840-872-863-028,Promoters,Other,Other,1.0,Metal Textiles,0.0
102-278-726-355-287,STARCH FOAM MICROPARTICLES,Other,Other,0.95,Natural Textiles,0.05
011-860-366-178-874,METHODS FOR TREATING FIBROSIS,Other,Other,1.0,Metal Textiles,0.0
127-090-040-898-677,Ceramic multilayer substrate,Other,Other,0.95,Mineral Textiles,0.02
092-270-042-020-497,IMPROVED DUAL SPECIFICITY POLYPEPTIDE MOLECULE,Other,Other,1.0,Metal Textiles,0.0
063-899-984-670-123,MAX PHASE CERAMICS AND METHODS FOR PRODUCING THE SAME,Other,Other,0.95,Mineral Textiles,0.04
175-250-276-085-50X,DISPLAY DEVICE AND IMAGE DISPLAY METHOD OF THE SAME,Other,Other,0.992,Metal Textiles,0.002
055-835-524-506-506,DISPLAY DEVICE AND IMAGE DISPLAY METHOD OF THE SAME,Other,Other,1.0,Metal Textiles,0.0
041-215-138-905-677,AN IMPROVED PAPER CLIP,Other,Other,0.95,Metal Textiles,0.05
048-920-247-561-488,DOPED METAL HALIDE PEROVSKITES WITH IMPROVED STABILITY AND SOLAR CELLS COMPRISING SAME,Other,Other,1.0,Metal Textiles,0.0
046-161-141-273-157,PHOSPHATE DERIVATIVES OF RORGAMMA MODULATORS AND USES THEREOF,Other,Other,1.0,Metal Textiles,0.0
012-347-125-840-061,SOLAR CELLS,Other,Other,1.0,Metal Textiles,0.0
135-023-283-067-771,ARTICLE METERING SYSTEM,Other,Other,1.0,Metal Textiles,0.0
097-543-064-162-288,BASE-TRIGGERED RELEASE MICROCAPSULES,Other,Other,0.98,Metal Textiles,0.005
096-519-669-970-169,PROCESS FOR DEHUMIDIFYING MOIST GAS MIXTURES,Other,Other,1.0,Metal Textiles,0.0
023-285-712-017-203,ROR GAMMA (RORY) MODULATORS,Other,Other,1.0,Metal Textiles,0.0
154-331-098-928-238,PLASTIC SUBSTRATE HAVING MULTI-LAYER STRUCTURE AND METHOD FOR PREPARING THE SAME,Other,Other,0.935,Synthetic Textiles,0.05
007-031-942-852-079,PACKAGING FILM FOR HIGH TEMPERATURE MATERIALS,Other,Other,0.95,Synthetic Textiles,0.05
002-011-579-122-61X,ELECTROACTIVE CULTURES AND APPARATUSES THEREFOR,Other,Other,1.0,Metal Textiles,0.0
180-158-485-840-777,SPARK PLUG WITH VOLUME-STABLE ELECTRODE MATERIAL,Other,Other,0.98,Metal Textiles,0.01
084-671-162-108-706,FOOD AND BEVERAGE SERVER,Other,Other,1.0,Metal Textiles,0.0
001-841-827-942-26X,CATALYST AND PROCESS FOR PREPARING DIMETHYL ETHER,Other,Other,0.98,Metal Textiles,0.005
010-389-795-076-106,Method and system for preprocessing optimization of streaming video data,Other,Other,1.0,Metal Textiles,0.0
169-397-816-879-829,IMPROVED PROCESS FOR THE POLYMERIZATION OF EPOXIDES,Other,Other,0.87,Synthetic Textiles,0.1
168-278-908-465-991,RAPID STEEL FRAME ASSEMBLY,Other,Other,1.0,Metal Textiles,0.0
087-827-574-642-830,Compute-in-memory systems and methods,Other,Other,0.992,Metal Textiles,0.002
075-886-153-949-708,WIRELESS AUDIO SYSTEM,Other,Other,1.0,Metal Textiles,0.0
081-732-171-256-257,Die stitching and harvesting of arrayed structures,Other,Other,0.99,Metal Textiles,0.01
051-961-940-079-648,RESPIRATOR WITH AIR SCRUBBING SYSTEM,Other,Other,0.96,Metal Textiles,0.01
052-835-030-222-686,"METHOD FOR PROCESSING A METAL SLAB OR BILLET, AND PRODUCT PRODUCED USING SAID METHOD",Other,Other,1.0,Metal Textiles,0.0
054-798-105-581-37X,WIRELESS AUDIO SYSTEM,Other,Other,0.996,Metal Textiles,0.001
012-651-934-853-301,METHOD AND SYSTEM FOR PREPROCESSING OPTIMIZATION OF STREAMING VIDEO DATA,Other,Other,1.0,Metal Textiles,0.0
097-360-213-467-201,CATALYTIC CRACKING CATALYST AND PROCESS,Other,Other,1.0,Metal Textiles,0.0
045-290-316-383-943,IMPROVED DUAL SPECIFICITY POLYPEPTIDE MOLECULE,Other,Other,1.0,Metal Textiles,0.0
005-060-124-876-853,LIGHT-EMITTING DEVICE,Other,Other,0.98,Metal Textiles,0.005
071-008-652-021-299,SEMI-SOLID ELECTRODES WITH POLYMER ADDITIVE,Other,Other,1.0,Metal Textiles,0.0
010-033-323-068-899,TOOTHBRUSH,Other,Synthetic Textiles,0.85,Natural Textiles,0.08
040-546-933-744-518,A BUCKLING DIELECTRIC ELASTOMER ACTUATOR,Other,Synthetic Textiles,0.85,Other,0.1
009-684-820-788-057,METHODS FOR TREATING FIBROSIS,Other,Other,1.0,Metal Textiles,0.0
109-394-350-178-034,SEPARATOR,Other,Other,0.98,Metal Textiles,0.005
088-721-945-728-440,DEPTH OF FIELD 3D IMAGING SLM MICROSCOPE,Other,Other,1.0,Metal Textiles,0.0
129-688-262-625-868,IMPROVED WRIST STRAP CASES,Other,Other,1.0,Metal Textiles,0.0
154-495-511-935-169,TEA BREW BASKET,Other,Other,1.0,Metal Textiles,0.0
026-415-672-987-644,HOT WATER HEATERS,Other,Other,1.0,Metal Textiles,0.0
015-990-421-638-193,METHOD AND APPARATUS FOR A SPARSE DISTRIBUTED MEMORY SYSTEM,Other,Other,1.0,Metal Textiles,0.0
175-737-844-597-808,METAL GATE STRUCTURE,Other,Other,0.99,Metal Textiles,0.01
031-345-791-185-046,ALLIAGE À BASE DE NI À PHASE DE MATRICE G'-NI<SB>3</SB>AL ET COMPOSITIONS DE REVÊTEMENT MODIFIÉES PAR DES CO-ADDITIONS D'ÉLÉMENT RÉACTIF ET SI,Other,Other,1.0,Metal Textiles,0.0
138-295-962-527-889,LITHIUM SILICATE GLASS CERAMIC,Other,Other,0.9,Mineral Textiles,0.1
092-707-590-264-678,GLASSES HAVING HIGH FRACTURE TOUGHNESS,Other,Other,0.9,Mineral Textiles,0.04
160-612-020-017-627,COLOUR DISPLAY APPARATUS,Other,Other,1.0,Metal Textiles,0.0
115-436-199-259-826,METHODS FOR DECREASING MORTALITY RISK AND IMPROVING HEALTH,Other,Other,1.0,Metal Textiles,0.0
068-448-671-267-463,Zoom optical system,Other,Other,0.996,Metal Textiles,0.001
050-995-103-307-008,POSITIVE AIRWAY PRESSURE DEVICE,Other,Other,1.0,Metal Textiles,0.0
063-693-755-483-718,"Thermoelectric device, electrode materials and method for fabricating thereof",Other,Other,0.95,Metal Textiles,0.02
123-169-292-254-778,MIXTURE OF ESTERS AND USE THEREOF,Other,Other,1.0,Metal Textiles,0.0
152-653-889-826-165,FLOW METER WELL TOOL,Other,Other,1.0,Metal Textiles,0.0
174-234-949-759-817,FABRICATING POROUS MATERIALS USING THIXOTROPIC GELS,Other,Other,0.96,Metal Textiles,0.01
062-384-937-711-114,METHOD,Other,Other,1.0,Metal Textiles,0.0
137-101-528-187-784,ERROR CORRECTING MEMORY SYSTEMS,Other,Other,1.0,Metal Textiles,0.0
068-371-425-520-723,"System and method for using, processing, and displaying biometric data",Other,Other,1.0,Metal Textiles,0.0
025-355-982-294-765,LARGE EFFECTIVE AREA HIGH SBS THRESHOLD OPTICAL FIBER,Other,Mineral Textiles,0.85,Other,0.1
063-513-054-847-127,MULTI-MATERIAL DISASSEMBLY,Other,Other,0.98,Metal Textiles,0.005
069-969-252-496-085,"SYSTEM AND METHOD FOR USING, PROCESSING, AND DISPLAYING BIOMETRIC DATA",Other,Other,1.0,Metal Textiles,0.0
140-595-537-974-043,ROTARY DRAG BIT AND METHODS THEREFOR,Other,Other,1.0,Metal Textiles,0.0
018-284-989-335-428,OPTICAL COUPLER,Other,Other,1.0,Metal Textiles,0.0
126-537-179-632-242,DISPLAY DEVICE AND IMAGE DISPLAY METHOD OF THE SAME,Other,Other,1.0,Metal Textiles,0.0
179-013-947-642-394,SOLID ELECTROLYTE MATERIAL AND BATTERY USING SAME,Other,Other,0.996,Metal Textiles,0.001
097-703-605-421-87X,A CHILLER,Other,Other,0.992,Metal Textiles,0.002
007-135-280-601-524,"DATA PROCESSING METHOD AND APPARATUS, AND COMPUTING DEVICE",Other,Other,0.96,Metal Textiles,0.01
079-208-992-942-69X,COFFEE BREWING APPARATUS,Other,Other,1.0,Metal Textiles,0.0
131-113-188-794-624,PHYTOCHEMICAL-RICH OILS AND METHODS RELATED THERETO,Other,Other,0.98,Metal Textiles,0.005
171-378-303-242-994,VERSATILE PEROXIDASES AND USES THEREOF,Other,Other,0.98,Metal Textiles,0.005
093-535-358-369-692,STEREO IMAGING APPARATUS,Other,Other,1.0,Metal Textiles,0.0
056-930-890-055-188,Robot-assisted laser surgical system,Other,Other,1.0,Metal Textiles,0.0
092-982-375-442-589,AN ACTIVITY TRACKING APPARATUS AND SYSTEM,Other,Other,1.0,Metal Textiles,0.0
173-168-394-497-569,MODULATORS OF C3A RECEPTOR AND METHODS OF USE THEREOF,Other,Other,1.0,Metal Textiles,0.0
122-102-161-037-439,High pressure rotor stress damage accumulating method,Other,Other,1.0,Metal Textiles,0.0
147-592-317-826-525,Measuring and/or characterizing feeding behavior,Other,Other,1.0,Metal Textiles,0.0
098-804-281-812-151,METHOD FOR PREPARING POLYOLS,Other,Other,1.0,Metal Textiles,0.0
109-788-140-382-442,METHOD AND APPARATUS FOR DETECTING PHARMACEUTICALS IN A SAMPLE,Other,Other,1.0,Metal Textiles,0.0
127-230-230-305-58X,SAFETY ROAD BARRIER,Other,Other,0.98,Metal Textiles,0.005
184-999-572-515-077,Audio apparatus,Other,Other,1.0,Metal Textiles,0.0
022-720-719-101-018,SYSTEMS AND METHODS FOR A MICRO-SERVICE DATA GATEWAY,Other,Other,1.0,Metal Textiles,0.0
058-838-789-269-473,ROBOTIC SURGICAL METHODS AND APPARATUSES,Other,Other,1.0,Metal Textiles,0.0
041-809-055-973-891,BLEACH CATALYST PARTICLES,Other,Other,0.975,Synthetic Textiles,0.01
126-929-876-110-709,Robotic surgical methods and apparatuses,Other,Other,0.98,Metal Textiles,0.005
171-733-841-586-034,IMAGING SYSTEM AND METHOD,Other,Other,1.0,Metal Textiles,0.0
053-062-561-865-618,A POLYMER,Other,Other,0.95,Synthetic Textiles,0.05
184-628-507-545-621,METHODS FOR DECREASING MORTALITY RISK AND IMPROVING HEALTH,Other,Other,1.0,Metal Textiles,0.0
103-813-247-829-121,"Acrylated and acylated or acetalized polyol as a biobased substitute for hard, rigid thermoplastic and thermoset materials",Other,Other,0.95,Synthetic Textiles,0.05
047-997-408-094-569,RUGATE FILTERS,Other,Other,1.0,Metal Textiles,0.0
052-084-166-337-170,REUSABLE SPRAYER,Other,Other,1.0,Metal Textiles,0.0
047-268-173-417-529,REMOTE ACCESS COMPUTER SECURITY,Other,Other,0.99,Mineral Textiles,0.004
002-757-140-155-870,TILES OR SLABS OF COMPACTED CERAMIC MATERIAL,Other,Other,0.99,Mineral Textiles,0.01
188-941-036-273-389,SEED METERING DEVICE,Other,Other,0.992,Metal Textiles,0.002
126-373-760-191-761,Testing as a service for cloud gaming,Other,Other,0.98,Metal Textiles,0.005
103-574-944-630-075,EMBOLIZATION PARTICLE,Other,Other,0.95,Metal Textiles,0.02
164-889-051-771-267,SOL-GEL CLADDING FOR OPTICAL FIBER,Other,Other,1.0,Metal Textiles,0.0
159-921-483-848-148,METHOD OF FORMING GLASSES,Other,Other,0.95,Mineral Textiles,0.04
118-375-506-634-212,System and Method for Testing for COVID-19,Other,Other,1.0,Metal Textiles,0.0
176-988-504-911-664,"Video editing method, apparatus, and device, and storage medium",Other,Other,1.0,Metal Textiles,0.0
032-352-477-279-265,"DEVICE, SYSTEM, AND METHOD FOR HEMISPHERIC BREAST IMAGING",Other,Other,1.0,Metal Textiles,0.0
122-607-704-243-006,COMPUTING POWER RESOURCE SCHEDULING METHOD AND RELATED APPARATUS,Other,Other,1.0,Metal Textiles,0.0
196-130-720-716-124,METHOD AND APPARATUS FOR EYE MODEL AND TESTING THEREOF,Other,Other,1.0,Metal Textiles,0.0
148-989-461-872-544,GEL POLYMER ELECTROLYTES FOR BATTERIES,Other,Other,0.98,Metal Textiles,0.005
058-928-875-730-27X,VIRTUAL FLOW METER FOR MULTI-WELL OIL FIELDS,Other,Other,1.0,Metal Textiles,0.0
198-762-820-956-73X,ROBOT-ASSISTED LASER SURGICAL SYSTEM,Other,Other,1.0,Metal Textiles,0.0
186-986-145-276-120,SYSTEM FOR BIOMARKER DISCOVERY,Other,Other,1.0,Metal Textiles,0.0
016-870-873-525-579,SOLID OXIDE FUEL CELLS AND METHODS OF FORMING THEREOF,Other,Other,0.98,Mineral Textiles,0.015
038-608-678-670-089,SIGMA-2 RECEPTOR RADIOTRACERS FOR IMAGING THE PROLIFERATIVE STATUS OF SOLID TUMORS,Other,Other,1.0,Metal Textiles,0.0
116-426-884-702-117,A METHOD FOR MEASURING THE BIOLOGICAL DIVERSITY OF A SAMPLE,Other,Other,1.0,Metal Textiles,0.0
195-941-759-495-632,"DATA PROCESSING METHOD, APPARATUS, AND COMPUTING DEVICE",Other,Other,1.0,Metal Textiles,0.0
009-726-539-183-964,AMADORIASE HAVING ALTERED SUBSTRATE SPECIFICITY,Other,Other,1.0,Metal Textiles,0.0
124-016-463-880-132,ELECTRO-OPTICAL WAVEGUIDE SWITCHING METHOD AND APPARATUS,Other,Other,0.98,Metal Textiles,0.005
016-960-087-663-578,METHOD OF CHARGING AND/OR DISCHARGING A SULFUR BASED BATTERY,Other,Other,1.0,Metal Textiles,0.0
003-778-956-374-813,WELL STIMULATION,Other,Other,1.0,Metal Textiles,0.0
164-494-116-309-051,METHOD OF RESHAPING A GLASS BODY,Other,Other,0.98,Metal Textiles,0.005
130-171-585-384-695,METAL COMPLEXES,Other,Other,0.98,Metal Textiles,0.005
090-887-737-678-954,HIV PRODRUGS CLEAVABLE BY CD26,Other,Other,1.0,Metal Textiles,0.0
158-463-535-186-122,ELECTRICAL SWITCHING CIRCUIT.,Other,Other,0.98,Metal Textiles,0.005
126-526-378-260-281,FLUID-FILLED CATHETER AND RESERVOIR,Other,Other,1.0,Metal Textiles,0.0
075-668-940-045-69X,"DATA PROCESSING METHOD AND APPARATUS, AND COMPUTING DEVICE",Other,Other,0.992,Metal Textiles,0.002
002-397-423-191-963,LOW OPTICAL LOSS ELECTRODE STRUCTURES FOR LEDS,Other,Other,1.0,Metal Textiles,0.0
082-905-720-480-657,Two-phase brushless motor.,Other,Other,0.98,Metal Textiles,0.005
140-374-335-578-211,POLYMERIC HAIR DYES,Other,Other,0.98,Metal Textiles,0.005
005-986-624-412-296,METHOD OF PRODUCING STEEL PLATE WITH GOOD LOW-TEMPERATURE TOUGHNESS,Other,Other,0.99,Metal Textiles,0.01
005-134-795-209-620,SILYL-BRIDGED PYRIDYLAMIDE CATALYSTS AND METHODS THEREOF,Other,Synthetic Textiles,0.88,Other,0.09
019-534-864-394-155,DRIVER CIRCUIT AND METHOD FOR VEHICLE LIGHT,Other,Other,1.0,Metal Textiles,0.0
131-535-080-971-983,MASS SOLDERING SYSTEM,Other,Other,1.0,Metal Textiles,0.0
121-652-033-879-527,PROCESS,Other,Other,0.95,Metal Textiles,0.02
186-818-482-324-397,"COPPER-BASED CATALYSTS, PROCESS FOR PREPARING SAME AND USE THEREOF",Other,Other,0.98,Metal Textiles,0.005
189-381-975-219-739,A SEARCH SYSTEM AND A SEARCH METHOD,Other,Other,1.0,Metal Textiles,0.0
181-765-626-183-522,AMADORIASE HAVING ALTERED SUBSTRATE SPECIFICITY,Other,Other,0.99,Mineral Textiles,0.004
104-679-070-136-62X,IMAGING BIOLOGICAL TISSUE OR OTHER SUBJECTS,Other,Other,0.98,Metal Textiles,0.005
168-845-199-380-909,ELECTROLYTES AND METAL HYDRIDE BATTERIES,Other,Other,1.0,Metal Textiles,0.0
195-173-650-246-916,Method and system for requesting social services from group of users,Other,Other,0.98,Metal Textiles,0.005
028-264-266-358-954,Parallel-series multiplier circuit and its multiplier and adder stages.,Other,Other,0.98,Metal Textiles,0.005
088-689-811-729-467,SKEKETAL ISOMERIZATION OF FATTY ACIDS,Other,Other,0.95,Mineral Textiles,0.02
102-688-588-627-054,COMPOSITE LIGHT GUIDE PLATE,Other,Other,0.95,Mineral Textiles,0.03
077-908-112-696-414,"COMPUTING TASK SCHEDULING APPARATUS, COMPUTING APPARATUS, COMPUTING TASK SCHEDULING METHOD AND COMPUTING METHOD",Other,Other,0.992,Metal Textiles,0.002
085-516-747-323-766,METHOD OF FORMING DIELECTRIC FILMS,Other,Other,1.0,Metal Textiles,0.0
011-272-171-888-082,RESOLVER,Other,Other,1.0,Metal Textiles,0.0
139-731-845-586-681,"AEROFOIL TIP STRUCTURE, PARTICULARLY FOR A HAWT ROTOR BLADE",Other,Other,1.0,Metal Textiles,0.0
198-772-435-070-667,REDOX BATTERY USE FOR POLYOXOMETALLATE,Other,Other,1.0,Metal Textiles,0.0
088-632-434-249-267,ALCOHOL DEHYDRATION,Other,Other,1.0,Metal Textiles,0.0
070-818-964-824-291,HIGH-SPEED MICRO-LED DEVICE,Other,Other,0.992,Metal Textiles,0.002
160-908-010-569-041,IMAGE DISPLAY APPARATUS AND SYSTEM AS WELL AS IMAGE DISPLAYING METHOD THEREOF,Other,Other,1.0,Metal Textiles,0.0
194-526-587-535-68X,"A HYBRID HYPERTHERMIA DEVICE, AND METHODS USING THE SAME",Other,Other,0.96,Metal Textiles,0.01
023-572-738-802-762,PROCESS,Other,Synthetic Textiles,0.89,Other,0.08
114-665-052-141-228,Systems and methods for a micro-service data gateway,Other,Other,1.0,Metal Textiles,0.0
129-046-330-728-152,MICROSPECTROSCOPY APPARATUS AND METHOD,Other,Other,1.0,Metal Textiles,0.0
135-470-120-756-657,METHOD AND SYSTEM FOR REQUESTING SOCIAL SERVICES FROM GROUP OF USERS,Other,Other,1.0,Metal Textiles,0.0
